raw_id,source,language_label,sentiment_label,sentiment_confidence,mentions_candidate_probability,intensity_score,lga_relevance_label,opposition_signal_probability,routing_decision,schema_version,model,text,human_sentiment,human_intensity,human_lga,human_mentions,human_opp,human_language
legit_hausa-b1f50e9af50c,legit_hausa,hausa,not_about_candidate,1.0,0.03,moderate,Misau,0.1,human_review,v3,jev-1.13.0,"Babban Jami'i a Gwamnatin Bauchi Ya Rasu a Makkah ana Shirin Fara Aikin Hajji - Legit.ng. Legit.ng Hausa ta bude tasha a manhajar Whatsapp . Kasance tare da mu don samun rahotanni da dumi-dumi! Abdullahi Abubakar, Editan Legit Hausa ne ta bangaren siyasa, kasuwanci da al'amuran yau da kullum, ya na da gogewar aikin jarida sama da shekaru biyar. Bauchi - Gwamna Bala Mohammed ya jajanta wa iyalai da abokan aikin daya daga cikin jami'an gwamnatinsa da ya rasu a Saudiyya . Marigayin, Alhaji Shehu Yahaya Jalam shi ne babban sakatare mai kula da ayyuka na musamman a ofishin sakataren gwamnatin Bauchi . Hakan na cikin wata sanarwa da mai ba gwamna Bala Mohammed shawara kan yada labarai, Mukhtar Gidado ya wallafa a shafin Facebook . Bayan sun yi barazana, gwamnatin tarayya ta amince da karin alawus na 40% ga ma’aikata A cikin sanarwar, gwamnatin Bauchi ta bayyana rasuwar da matukar alhini inda ta bayyana shi a matsayin mutumin kirki. Rahotanni sun bayyana cewa marigayin ya rasu ne da safiyar Lahadi bayan gajeruwar rashin lafiya yayin da yake cikin tawagar alhazan Bauchi a Saudiyya. Marigayin wanda ke rike da sarautar Turakin Dawakin Misau ya kasance daya daga cikin jami’an gwamnati masu taimakawa wajen tsara ayyukan hajji da sauran harkokin gwamnati. Sanarwar ta ce marigayin ma’aikaci ne mai kwazo, biyayya da sadaukarwa wanda ya bayar da rayuwarsa wajen yi wa gwamnatin Bauchi hidima tsawon shekaru. Mukhtar Gidado ya ce rasuwar tasa babban gibi ba ga iyalansa kadai ba, har ma da gwamnati da al’ummar da suka amfana da kwarewarsa. An gudanar da sallar jana’izarsa ne bayan sallar Azahar a masallacin Ka’aba da ke birnin Makkah ranar Lahadi bayan tabbatar da rasuwarsa. An saki sunayen kananan hukumomi 3 da Boko Haram ta tilasta wa biyan haraji a Yobe Gwamna Bala Mohammed ya mika sakon ta’aziyya ga iyalansa, ofishin sakataren gwamnatin Bauchi, shugaban ma’aikata, masarautun Misau da Dambam da sauran abokan hulda. Gwamnan ya kuma yi addu’ar Allah ya gafarta kura-kuransa, ya sanya shi cikin Aljannatul Firdaus tare da bai wa iyalansa hakurin jure rashin. Mun ba ku labarin cewa wata maniyyaciya ƴar shekara 73 daga Jihar Adamawa , Mallama Aishatu Muhammadu, ta rasu a hanyarta ta zuwa Madina. Hukumar NAHCON ta bayyana cewa ciwon zuciya ne ya yi sanadin mutuwar tata yayin da take cikin tafiya daga birnin Jeddah. Shugaban NAHCON ya jajanta wa iyalan mamaciyar tare da ba su tabbacin dawo masu da dukkan kayayyakin da ta bari a ƙasa mai tsarki. Abdullahi Abubakar                                    (Hausa editor) Marubuci kuma kwararren ɗan jarida ne da ya shafe shekaru 5 yana rubutu a fannin siyasa da harkokin yau da kullum. Ya kammala digirin farko a jami'ar Maiduguri. Ya samu horon aikin jarida a Reuters da AFP, ya sha halartar tarukan karawa juna sani game da bincike da adabi. Tuntube shi a abdullahi.abubakar@corp.legit.ng.",,,,,,
nairaland-d70037f7f47a,nairaland,mixed,not_about_candidate,0.98,0.02,strong,unclear,0.45,auto,v3,jev-1.13.0,", 2022 silentshots : Peter Obi left government a little more than 8yrs and you're faulting him for potholes? You didn't blame the past administration of Obiano. Well ,agenda must agend. Oga, this thread was opened when Obi was Governor in 2012.",,,,,,
news_guarantee-179161f38244,news_guarantee,hausa,not_about_candidate,1.0,0.02,calm,unclear,0.12,auto,v3,jev-1.13.0,"za’a cigaba da sauraron shari’ar El-rufai, bayan jana’izar mahaifiyarsa.. Tsohon gwamnan jihar Kaduna, Malam Nasiru El-Rufai, zai sake gurfana a gaban babbar kotun tarayya da ke Kaduna a yau domin sauraron bukatar bayar da belin sa. An tsare El-Rufai na sama da wata guda kafin hukumar (ICPC) ta gurfanar da shi a gaban Mai Shari’a Rilwan M. Aikawa bisa tuhume-tuhume guda goma. Zarge-zargen sun hada da mallakar kadarorin gwamnati ba bisa ka’ida ba, karkatar da su, da kuma halasta kudaden haram (money laundering). Tun da farko kotun ta tsayar da ranar 31 ga Maris 2026 domin sauraron bukatun da ke gaban ta, ciki har da bukatar neman belin da tsohon gwamnan ya gabatar. Sai dai a ranar 27 ga Maris 2026, ICPC ta amince da sakin El-Rufai na wucin gadi bisa dalilai na jin kai, bayan rasuwar mahaifiyarsa, Hajiya Umma El-Rufai, a birnin Cairo na kasar Masar. Ana sa ran zaman kotun zai cigaba a yau bayan kammala jana’izar marigayiyar. Save my name, email, and website in this browser for the next time I comment.",,,,,,
nairaland-a342eb3bf4b5,nairaland,english,not_about_candidate,0.81,0.05,calm,unclear,0.14,auto,v3,jev-1.13.0,Do me I do you,,,,,,
nairaland-b0064cad4d2a,nairaland,english,not_about_candidate,0.48,0.03,strong,unclear,0.47,human_review,v3,jev-1.13.0,Kdon2 : The dancer is clearly winning this election. Shame on all osun people Wait and be patient.,,,,,,
legit_hausa-50f4060f0566,legit_hausa,english,not_about_candidate,1.0,0.02,calm,unclear,0.18,auto,v3,jev-1.13.0,"Bauchi governor meets Atiku in Dubai as 2023 permutations begin - Legit.ng. - A meeting between two political heavyweights from the northeast has sparked speculations - Governor Bala Mohammed visited Alhaji Atiku Abubakar in Dubai recently - Political watchers say the meeting might not be unconnected with the duo's ambition as far as the 2023 election is concerned PAY ATTENTION: Join Legit.ng Telegram channel! Never miss important updates! Bauchi state governor, Senator Bala Mohammed paid a visit to Nigeria's former vice president, Alhaji Atiku Abubakar this past weekend sparking speculations on the meeting between the duo. Atiku, the presidential candidate of the Peoples Democratic Party (PDP) in the 2019 general elections, spends more of his time in his Dubai mansion these days prompting many of his associates in Nigeria to fly-out to the Arab nation to confer with him. Governor Mohammed is one of the many associates of the former vice president and political watchers say the meeting is routine. 2023: Former president Goodluck Jonathan finally speaks on his reported presidential comeback PAY ATTENTION: Install our latest app for Android, read best news on Nigeria’s #1 news app But, the governor was accompanied on the visit by the Bauchi state PDP chairman and former SSG, Barrister Ahmad Ibrahim Dandija. With Dandija part of the meeting, speculations that the topic was solely on the 2023 general elections has surfaced on social media. Interestingly, the meeting was held days after an influential group in the north, Northern Youth Leaders Forum (NYLF), disclosed the names of politicians they are considering to support for the number one seat in 2023. Governor Mohammed and Atiku were named in the list after the group declared that it would only consider candidates from the northeast. It is not clear if Governor Mohammed is interested in the presidential contest in 2023, as he is still serving his first term as Bauchi state governor. 2023: APC chieftains recommend Yahaya Bello, David Umahi for presidency Atiku on the other hand seems to be very much interested and many say this is likely his last push for the position. Meanwhile, a former governor of Kano state and current chairman, Senate Committee on Independent Electoral Commission, Senator Kabiru Gaya has declared that it is the turn of the southern region of the country to produce the next president of Nigeria. The Kano south senator said that with the completion of President Muhammadu Buhari’s eight-year tenure in 2023, it would be unfair for the north to vie for the nation’s number one position again. Meanwhile, the new leadership of Ohanaeze Ndigbo has said that its main priority is to produce a Nigerian president of Igbo extraction in 2023. The newly elected spokesman of the foremost Igbo socio-cultural group, Alex Ogbonna, made this known during an interview with a national newspaper. Osinbajo, Atiku, Tinubu: Nigerians speak on who becomes next president | Legit TV Jerrywright Ukwu Jerrywright Ukwu is an Abuja-based senior political/defence correspondent. He is a graduate of the Nigerian Institute of Journalism, Lagos and the International Institute of Journalism in Abuja. He is also a member of the Nigeria Union of Journalists. He spends his leisure-time reading history books. He can be reached via email at jerrywright39@yahoo.com.",,,,,,
nairaland-8aeeda94e364,nairaland,mixed,not_about_candidate,0.96,0.02,strong,unclear,0.36,auto,v3,jev-1.13.0,bebrief: I think Andy Uba would have done better! I laugh in swahili. That man na my brother but i no go vote for am lai lai. Chai instead after Peter Obi make Orji Kalu step in. We go take am. ANDY ? Uba!!,,,,,,
nairaland-2ceb2603f6b3,nairaland,english,negative,0.41,0.06,strong,unclear,0.22,human_review,v3,jev-1.13.0,Because they know they are part of the terrorists,,,,,,
nairaland_search-d99204e5a90b,nairaland_search,english,negative,0.35,0.04,moderate,unclear,0.16,human_review,v3,jev-1.13.0,"What are way to end. a career. What will they even tell their wives at home.? If you say there is no village people , they are here laughing at you",,,,,,
nairaland-cd311393d655,nairaland,english,not_about_candidate,1.0,0.02,strong,unclear,0.65,auto,v3,jev-1.13.0,"Wike was allowed to rewrite the results because the people were angry with Amaechi for selling out Jonathan . In 2023, the people thought there were will be free, fair election. But now we all know it's rigging because the president himself knew he can't win under free , fair election. The game will change. professorPABX : Wike is very strong and highly cerebral. I will always analyze Wike from Rivers election of 2015 and 2023. In 2015 when Amaechi was fighting the battle of his life against Jonathan, Wike was a Minister while Amaechi was the Governor. Wike told Amaechi he cannot deliver Rivers State to Buhari, Wike maneuvered the RIVERS State result against Amaechi's wish. Most of know what happened but it was a game. In 2023, the same thing happened again.",,,,,,
legit_hausa-117b35c0a0ff,legit_hausa,hausa,not_about_candidate,0.99,0.02,moderate,Ganjuwa,0.08,human_review,v3,jev-1.13.0,"'Yan Daban Siyasa Sun Hallaka Malamin Islamiyya a Bauchi - Legit.ng. Legit.ng Hausa ta bude tasha a manhajar Whatsapp . Kasance tare da mu don samun rahotanni da dumi-dumi! ​​​​​​​​​​​​​​ Editan Legit Hausa Sharif Lawal yana da kwarewar shekaru wajen kawo rahotannin siyasa, al'amuran yau da kullum, tsegumi da nishadi Jihar Bauchi - Wadansu mutane da ake zargin 'yan yan daba ne na siyasa, sun hallaka wani malamin Islamiyya, Ustaz Ridwan (Rilwanu) Dauda, a jihar Bauchi . 'Yan daban sun hallaka mutumin mazaunin unguwar Karofin-Madaki, ta hanyar caka masa wuka har lahira a kusa da na'urar canjin wuta ta JEDCO da ke cikin kwaryar birnin Bauchi. Rahoton jaridar Tribune ya nuna cewa lamarin mai ban takaici ya faru ne a ranar Lahadi, 5 ga watan Yulin 2026 biyo bayan wata zafafan muhawara da aka yi da yan daban game da manna hoton wani dan siyasa a jikin ginin. ""Babu sulhu"": Gwamna Dauda ya fadi shirinsa kan kawo karshen 'yan bindiga Wani mazaunin yankin ya bayyana cewa marigayi Ridwan ya shaida wa mutumin cewa kada ya manna hoton a jikin bangon ginin nasu, amma mutumin ya ki, kuma ya nace a kan sai ya manna hoton. An kuma kara samun labarin cewa dan daban na siyasar ya kira abokinsa, wanda ya zo wurin kuma ya ci gaba da manna hoton, lamarin da ya yi sanadiyyar barkewar zazzafar muhawara a tsakaninsu. Mazaunin yankin ya ce a cikin wannan hali ne daya daga cikin yan daban ya zaro wata wuka mai kaifi ya daba wa marigayi Ridwan a kirji, sannan ya tsere. A cewarsa, mazauna yankin sun rugo da gudu, suka kwashe marigayi Ridwan, kuma suka nufi asibiti da shi da sauri, amma kafin su karasa a kan hanya, ya cika. Wani mazaunin yankin daban ya bayyana Ustaz Rilwanu a matsayin mutumin kirki, mai natsuwa, kuma malamin makarantar Islamiyya mai kyakkyawan asali, wanda yake da kwazo da himma wajen neman abin da zai kula da iyalinsa. Makiyaya sun cinnawa dakin kwanan dalibai dauke da mutum 80 wuta? Yan sanda sun yi bayani Hakazalika, wani mazaunin yankin daban, Bukhari Mu’azu Abubakar, ya yi kira ga hukumomin tsaro da abin ya shafa da su gudanar da bincike mai zurfi domin gano musabbabin faruwar lamarin mai ban takaici. A cikin wani rubutu da ya yi a shafinsa na Facebook , Bukhari Mu’azu Abubakar ya yi ta'aziyya ga iyalan marigayin bisa mutuwarsa. Ya kuma yi kira ga manya da shugabannin al'umma na yankin da su dauki matakan kariya domin kauce wa faruwar hakan a nan gaba. Ya nuna alhininsa cewa marigayi Malam Rilwanu Dauda ya bar mace guda da yara biyar, inda ya nemi a yi adalci ga iyalan sannan kuma a dauki matakan gaggawa na taimaka wa iyalan a kan yadda za su ci gaba da rayuwa. Har zuwa lokacin hada wannan rahoto, rundunar 'yan sandan jihar Bauchi ba ta tabbatar da faruwar lamarin ba, domin kuwa kakakinta, SP Nafiu Habib, bai amsa sakon da aka tura masa ta lambarsa ta WhatsApp ba game da wannan batu. A wani labarin kuma, kun ji cewa wani jami'in dan sanda ya rasa ransa sakamakon fadan 'yan daba a jihar Kano . Allahu Akhbar: Babban likita ya rasu mintuna 15 bayan ya zo duba marasa lafiya a Kano Jami'in dam sandan ya rasu ne lokacin wani fada da aka yi tsakanin ƙungiyoyin ’yan daba masu adawa da juna a Kano, saura watanni kaɗan ya yi ritaya. An kashe shi ne tare da wasu mutane huɗu a lokacin fadan da ya faru a yankin Hotoro da ke karamar hukumar Nasarawa . Sharif Lawal                                    (Hausa Editor) Sharif Lawal ma'aikacin jarida ne wanda ya samu gogewa a harkar aikin jarida. Ya yi digirinsa na farko a jami'ar Ahmadu Bello (ABU) da ke Zaria. Ya samu horo daga Reuters kan aikin jarida da tantance labarai. Za a iya tuntubarsa ta Sharif.lawal@corp.legit.ng",,,,,,
nairaland_search-d3f9341c101a,nairaland_search,english,not_about_candidate,1.0,0.02,calm,unclear,0.34,auto,v3,jev-1.13.0,"APC candidate Kallamu Usman MaiJama'a has been declared the winner of the Gombe/Kwami/Funakaye Federal Constituency by-election after securing 41,121 votes. APC candidate Kallamu Usman MaiJama'a has been declared the winner of the Gombe/Kwami/Funakaye Federal Constituency by-election after securing 41,121 votes. Watch 👇🏿 pic.twitter.com/16tuuqTG93 — News Central TV (@NewsCentralTV) September 20, 2026",,,,,,
nairaland_search-0508aeabd04e,nairaland_search,english,negative,0.73,0.04,mild,unclear,0.39,human_review,v3,jev-1.13.0,I hope is getting clearer now abi😂😂😂 Those wailers should subscribe for tears on time before next year.,,,,,,
nairaland_search-cdf558aca3c3,nairaland_search,english,not_about_candidate,0.98,0.03,moderate,unclear,0.11,auto,v3,jev-1.13.0,", 2015 * . Modified: 2:43pm On Jul 16 , 2015 We declare peace upon thee, oh Nigeria. Return to your place of pride. That we may truly say Though tribes and tongues may differ In brotherhood we stand",,,,,,
nairaland-1457cc9a3b7b,nairaland,mixed,not_about_candidate,0.88,0.02,strong,unclear,0.68,auto,v3,jev-1.13.0,"1Youngestuk : My own nah say make Adeleke cryyyyyy. As long as say you Dey support tinubu, you must be my enemy. Tinubu style of politics is dangerous to democracy. But if he cry, that's automatic ticket for Tinubu next year... That's almost APC in all states",,,,,,
nairaland-423992122725,nairaland,english,not_about_candidate,1.0,0.02,moderate,unclear,0.04,auto,v3,jev-1.13.0,"Re: A Total Ban On The Use Of Ethnic Slurs On Nairaland by Seun ( mod ): 4:56pm On Mar 28 , 2023 Lukgaf : Nice one Ṣeun. We hope you apply this to Islamic section also. The way some elements speak about Islam on our thread is worrisome. Thanks alot The moderators are not working?",,,,,,
nairaland-44724c90e14d,nairaland,english,not_about_candidate,0.91,0.02,strong,unclear,0.26,auto,v3,jev-1.13.0,"helinues : Where are the parents of those youths to talk sense into their head. Who are the parents of the bandits, terrorists, olosho, yahoo boy, kidnappers As at then, when your so-called Lord was a young man there were stuffs like this. Perhaps not glorified this much, but we had a working government that checkmates them and not pamper them.  We see pictures of armed robbers tied to the stake and made as a reference point to the rest. Nowadays, all we see is the fact that the vilest of offenders are rewarded with government appointments as long as they can Work for the president and deliver their polling unit.",,,,,,
nairaland-f62334514832,nairaland,english,not_about_candidate,0.56,0.05,mild,unclear,0.14,human_review,v3,jev-1.13.0,", 2023 Long time coming.",,,,,,
nairaland-05329067a24d,nairaland,mixed,not_about_candidate,0.98,0.02,strong,unclear,0.89,auto,v3,jev-1.13.0,Re: Tinubu Finally Solves His Chicago Problem By Rudolf Ogoo Okonkwo (The Cable) by bewla ( m ): 5:40am Kalashnikov49 : Ypur life is ok..and you are being paid to defend a failed government? paid ke who paid you and how did you came up with what you don't no or can't verify I see where most of us get it wrong But let me make it easy for you Two reason I will continue to support bola is One) is a Yoruba man Two) is policies are still a long time policy if we should allow it We only like rushing like Russians And getting to no where at the end,,,,,,
nairaland_search-fdf7e46bfafc,nairaland_search,english,not_about_candidate,0.82,0.02,strong,unclear,0.62,auto,v3,jev-1.13.0,"FarahAideed : Well if you know Nigerian politicians everyone  for himself, it would be delusion to think any of these Northern politicians will put their neck on the line for a 80 year old Tinubu You are back. You resurrect this moniker to talk trash and after you suffer electoral disgrace, you run away and come back towards another election. Tinubu has already won the next election. Go and prepare for your turn in 3069.",,,,,,
gdelt-e516bf6f0be0,gdelt,english,not_about_candidate,0.8,0.96,mild,unclear,0.07,auto,v3,jev-1.13.0,"Makinde inaugurates APM campaign council. Oyo State Governor and Presidential Candidate of the Allied People’s Movement (APM), Engr Seyi Makinde, on Friday inaugurated the party’s Oyo State Presidential and Governorship Campaign Council, charging members to build an all-inclusive structure capable of uniting party members and other political stakeholders ahead of the 2027 general elections. Speaking at the inauguration held at the Conference Room of the Governor’s Office, Secretariat, Agodi, Ibadan, Makinde said the campaign council, being the apex leadership of the party in the state, must immediately begin integrating members of APM with defectors and supporters from other political platforms. He recalled that the coalition which brought him to power in 2019 was made up of politicians from different parties, noting that the same model would be adopted under the APM. “Even in 2018 and 2017, the PDP had most of us from different parties. We came from the SDP, some people came from Accord and others from different political backgrounds. We all came together inside the PDP and eventually used the platform to contest and win the election. So, what we are doing now is not new,” Makinde said. The governor, who described the campaign council as the apex leadership of the party in Oyo State, urged members to reach out to all stakeholders and avoid running an exclusive campaign structure. “One thing this apex leadership must do is to have an all-inclusive campaign council. Go round and tap our leaders. Reach out to APM members and ensure that they are fully integrated. Don’t make it another PDP affair. “Yes, we hold the structure, but they own the platform. We must also give them some slack. When nobody wanted to associate with APM, they stayed with the party. This is a major task for you. We need to ensure that the structure and the platform are fully integrated,” he said. Makinde explained that his political camp moved to the APM after concluding that the Peoples Democratic Party (PDP) would not be available as a viable platform for the 2027 elections. ALSO READ: How I struck late UNIJOS graduate three times with wooden plank — Suspect “We had to move into APM when it became apparent that the PDP was not going to be ready as a platform for us to contest the general election. Today, those claiming ownership of the PDP have all declared where they stand. They are supporting the APC,” he stated. According to him, the APM offers Nigerians a credible political alternative capable of sustaining the country’s democratic ideals. “For those of us in APM, our mission is to give Nigerians a real option, not an option that looks like an illusion where the more you look, the less you see. “We want a political environment that reflects what our founding fathers stood for—federalism and genuine multi-party democracy, not a one-party system that merely serves as an appendage of the government,” the governor added. Makinde urged members of the council to complete the integration process without delay, saying the commencement of formal campaigns was only days away. “You have to do this within the shortest possible time. According to the INEC timetable, the campaign should begin around August 17 or 19. So, you have less than a week to go round the state, bring all our people together and get them fully prepared,” he said. The governor announced the Executive Chairman of the Oyo State Universal Basic Education Board (SUBEB), Dr Nureni Adeniran, as Oyo State Coordinator of the APM 2027 Presidential Campaign and Director-General of the Oyo State Governorship Campaign Council. Other principal officers are Hon Saheed Arowosaye as Deputy State Coordinator of the APM Presidential Campaign; Commissioner for Local Government and Chieftaincy Matters, Hon Demola Ojo, as Deputy Director-General for Oyo South Senatorial District; Dr Femi Ojo as Deputy Director-General for Oyo Central; Alhaji Siju Lawal as Deputy Director-General for Oyo North; Hon Ramata Agberemi-Dabo as Director of the Women’s Wing; and",,,,,,
nairaland_search-68c4273a0983,nairaland_search,english,not_about_candidate,0.92,0.03,mild,unclear,0.12,auto,v3,jev-1.13.0,", 2018 hahahahahaha....bight of benin....they used wayo to change it to bight of biafra.....",,,,,,
nairaland-e5b13f43425f,nairaland,english,not_about_candidate,0.75,0.03,strong,unclear,0.14,human_review,v3,jev-1.13.0,"Islamisation agenda is clearly not a joke, religious bigots are going too far",,,,,,
nairaland_search-2738a7888f82,nairaland_search,english,not_about_candidate,1.0,0.03,calm,unclear,0.07,auto,v3,jev-1.13.0,"FCT Police Release Identities Of 4 Officers Who Extorted ₦52,000 From ICPC Chair by nlfpmod ( mod ): 7:26am On Jul 22 https://www.youtube.com/watch?v=53dsNil8ECc?si=UaXoUVMVwMxKNfrJ The Federal Capital Territory, FCT, Police Command has released the identities of four officers who were detained for allegedly extorting money from the Chairman of the Independent Corrupt Practices and Other Related Offences Commission, ICPC, Musa Adamu Aliyu, SAN. DAILY POST earlier reported that the officers had abandoned their statutory duty posts and proceeded to the Banex Plaza Junction, Wuse II, where they engaged in unauthorised traffic duty and allegedly extorted N52,000 from the ICPC chairman without knowing his identity. The Commissioner of Police, CP Ahmed Muhammed Sanusi, disclosed this while addressing journalists in Abuja on Monday. A subsequent statement issued by the Police Public Relations Officer of the command, SP Josephine Adeh, identified the suspects as ASP Clement Ehigala, ASP Sunday Okpe, Inspector Samuel Onoja, and Sergeant Yakubu Emmanuel. Giving details of the incident, SP Josephine said: “ During the course of the illegal traffic duty , the officers stopped a motorist on the allegation of violating traffic regulations and extorted the sum of N52,000 from him . “ The victim was subsequently identified as the Chairman of the Independent Corrupt Practices and Other Related Offences Commission, ICPC, Musa Adamu Aliyu (SAN). “Following receipt of the complaint, the Commissioner of Police ordered the immediate arrest of the four officers and directed that they be subjected to an orderly room trial for abandoning their lawful duty posts, embarking on unauthorised traffic enforcement, and engaging in the alleged extortion. “The Command has commenced disciplinary proceedings against the officers in line with established police regulations, reaffirming its commitment to professionalism, accountability, and zero tolerance for misconduct by its personnel.” https://dailypost.ng/2026/07/20/fct-police-release-identities-of-4-officers-who-extorted-n52000-from-icpc-chairman/ Previous thread https://www.nairaland.com/8712804/police-arrest-four-cops-extorting",,,,,,
nairaland-b464652176be,nairaland,english,not_about_candidate,0.7,0.02,strong,unclear,0.18,human_review,v3,jev-1.13.0,"omenka : Since this man started associating with Gringori and the Mob, he's been misfiring from all cylinders. Find out why state police was abolished in your country. It was enforced before, find out why it failed and with the crop of politicians we have now, I'm most sure of this would change what happened in the past.",,,,,,
nairaland-6283096f5992,nairaland,english,not_about_candidate,0.99,0.02,strong,unclear,0.65,auto,v3,jev-1.13.0,"opes : I was just letting you know that there was nothing like an alignment, as you said yesterday. You can now see that ADC’s performance in Osun was abysmal. Are the people of Osun aligned with Tinubu? That's the only alignment that matters. Dele Momodu and several ADC chieftains supported Adeleke in the election. Atiku also met briefly in private with him in his visit to the state. Atiku does not need to win Osun in 2027 but Tinubu is highly unpopular in his own homestate. That says a lot. He currently needs Adeleke more than Adeleke needs him, yet he continues to withhold the local government funds in Osun state. It is wickedness and unbecoming of a president who just wants to win at all cost. The people of Osun have shown that they are sophisticated and independent. Proper Omoluabis, unlike Tinubu and his NADECO pretenders.",,,,,,
nairaland-36872e6d7463,nairaland,mixed,not_about_candidate,0.96,0.03,strong,unclear,0.56,auto,v3,jev-1.13.0,"Re: G5 Allowed Obi Win SS To Reduce Atiku's Votes, Won't Happen In 2027 - Wike by Subonbon ( m ): 7:03am mohims : Hate him or love. You can't help but admire Nyerisi's political prowess! na only Africa you go dey happy for idiots like this holding power.....",,,,,,
nairaland-b34f4dd0cbb4,nairaland,english,not_about_candidate,0.8,0.05,calm,unclear,0.14,auto,v3,jev-1.13.0,Alright,,,,,,
legit_hausa-702feae512b6,legit_hausa,hausa,neutral,0.93,0.9,calm,unclear,0.1,human_review,v3,jev-1.13.0,"Kwamishinan Bauchi da Ake Zargin Ya Wawure N4.6bn Ya Samu Izinin zuwa Aikin Hajji - Legit.ng. Legit.ng Hausa ta bude tasha a manhajar Whatsapp . Kasance tare da mu don samun rahotanni da dumi-dumi! Sani Hamza ƙwararren edita ne a fannin nishaɗi, al'amuran yau da kullum, da kuma siyasa, wanda ke da shekaru sama da biyar a aikin jarida. Abuja - Mai shari'a Emeka Nwite na Babbar Kotun Tarayya da ke Abuja ya ba kwamishinan kuɗi na jihar Bauchi , Yakubu Adamu, izinin tafiya ƙasar Saudiyya domin gudanar da aikin Hajjin 2026 da kuma neman lafiyarsa. Alkalin ya yanke wannan hukunci ne a ranar Juma’a bayan duba buƙatar kwamishinan na neman izinin tafiyar da ayyukan Hajji na jihar Bauchi da kuma kula da lafiyarsa, inda a can za a yi masa aiki. Gwamna ya yi garambawul a majalisar zartarwa da kwamishinoni 2 suka ajiye aiki Mai shari'a Nwite ya ba da umarnin sakin fasfo ɗin kwamishinan na ɗan lokaci domin ya sami damar gudanar da wannan tafiya wadda aka tsara za ta gudana tsakanin 9 ga Mayu zuwa 28 ga Mayu, 2026, in ji rahoton The Guardian. Yayin nuna muhimmancin buƙatar, Mai shari'ar Nwite ya bayyana cewa rashin lafiya babban dalili ne mai ƙarfi da zai sa a saki takardun tafiyar wanda ake ƙara. Mai shari'a Nwite ya jaddada cewa damar samun ingantacciyar kulawar lafiya haƙƙi ne na tsarin mulki da kuma jin ƙai, ba tare da la'akari da zargin laifin da ake yi wa mutum ba. Alkalin ya bayyana cewa kowa yana da haƙƙin samun kulawa, ko ana yi masa shari'a ko kuma yana tsare. Gwamnatin Kano ta musanta kashe mutane bayan nada Murtala Garo, ta soki Amnesty Mai shari'ar ya buga misali da hukunce-hukuncen kotunan ɗaukaka ƙara, inda ya bayyana cewa kiyaye rai dole ne ya kasance babban fifiko a cikin harkokin shari'a. Sakamakon waɗannan hujjoji, kotu ta amince da dukkan buƙatun da wanda ake ƙara ya nema , in ji rahoton Punch. Alkalin ya ba da umarni cewa a mika fasfo ɗin da Adamu ya ajiye a wajen magatakardan kotu a matsayin ɓangare na sharaɗan belinsa, na ɗan lokaci. Ya kuma umurci kwamishi nan da ya mayar da fasfo ɗin nan take bayan ya dawo Najeriya daga tafiyar. Hukumar yaƙi da cin hanci da rashawa ta EFCC ce ke shari'ar Yakubu Adamu tare da kamfanin Ayab Agro Products and Freight Company Limited kan zargin karkatar da kuɗaɗe da suka kai naira biliyan 4.6. Tofa: Kotu ta bada umarnin kwace wasu kadarorin tsohon ministan Najeriya, Sylva Tun da fari, mun ruwaito cewa , Kwamishinan kudi na Bauchi, Yakubu Adamu, da mutum uku sun san matsayarsu kan bukatar neman belin da suka yi. Alkalin babbar kotun tarayya da ke Abuja ya amince da bukatar da mutanen suka nema ta samun beli a karar da hukumar EFCC ta shigar kansu. Mai shari'a Mohammed Umar ya gindaya musu sharudda yayin da ya amince da bayar da belin na su a ranar Laraba, 21 ga watan Janairun 2026. Wanda ya tantance Muhammad Malumfashi, babban edita a Legit.ng. Sani Hamza                                    (Hausa Editor) Sani Hamza ma'aikaci ne da ya yake da gogewa a aikin jarida. Ba fassara labarai da wallafasu a yanar gizo kadai ba, Sani yana da kwarewa a aikin rediyo da talabijin. Ya kuma shafe shekaru 8 a masana'antar fina-finai da dab'i. Imel: sanihamzafuntua@gmail.com",,,,,,
nairaland-05b3651905e5,nairaland,mixed,not_about_candidate,1.0,0.02,strong,unclear,0.04,auto,v3,jev-1.13.0,"IrawoKross : Before I leave this thread, I will be glad if you do something about Mynd44. For him to disrespect your orders shows he doesn't care and it also shows he is bigger than you. Forget the ""Egbon"" or ""Boss"" he calls you. Do something about him and watch your forum flourish. Seun this guy's past 15 posts have all been about Mynd44. Shouldn't complaints about Mods be private? Isn't it obvious they want him out at all costs? Mynd sef suppose do the same thing Ishilove did.",,,,,,
